regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,64,0,256,1024,640,60.83,84.895,83.968,0.9615
mixed,2,1,0.5,4.0,64,0,512,2048,1280,99.872,151.135,150.528,0.9882
mixed,2,1,0.5,4.0,64,0,1024,4096,2560,185.536,284.129,284.255,1.0013
mixed,2,1,0.5,4.0,64,0,2048,8192,5120,351.295,555.519,552.097,0.9832
mixed,2,1,0.5,4.0,64,0,4096,16384,10240,687.969,1089.28,1090.592,1.0033
mixed,2,1,0.5,4.0,64,512,128,512,320,53.6,54.369,54.112,0.6658
mixed,2,1,0.5,4.0,64,512,256,1024,640,61.184,85.537,84.575,0.9605
mixed,2,1,0.5,4.0,64,512,512,2048,1280,100.158,152.161,151.392,0.9852
mixed,2,1,0.5,4.0,64,512,1024,4096,2560,185.569,285.313,284.992,0.9968
mixed,2,1,0.5,4.0,64,512,2048,8192,5120,353.022,557.665,554.529,0.9847
mixed,2,1,0.5,4.0,64,512,4096,16384,10240,689.056,1088.322,1089.604,1.0032
mixed,2,1,0.5,4.0,64,1024,128,512,320,85.825,86.719,86.401,0.6443
mixed,2,1,0.5,4.0,64,1024,256,1024,640,86.494,87.232,86.912,0.5664
mixed,2,1,0.5,4.0,64,1024,512,2048,1280,100.064,152.384,151.328,0.9798
mixed,2,1,0.5,4.0,64,1024,1024,4096,2560,186.498,285.663,285.889,1.0023
mixed,2,1,0.5,4.0,64,1024,2048,8192,5120,352.704,555.966,553.248,0.9866
mixed,2,1,0.5,4.0,64,1024,4096,16384,10240,687.426,1089.536,1091.268,1.0043
mixed,2,1,0.5,4.0,64,2048,128,512,320,152.224,153.664,152.608,0.2667
mixed,2,1,0.5,4.0,64,2048,256,1024,640,153.601,154.591,153.057,-0.5495
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,153.664,154.913,153.985,0.257
mixed,2,1,0.5,4.0,64,2048,1024,4096,2560,186.401,286.113,285.121,0.9901
mixed,2,1,0.5,4.0,64,2048,2048,8192,5120,352.257,556.8,552.416,0.9786
mixed,2,1,0.5,4.0,64,2048,4096,16384,10240,687.521,1089.858,1092.417,1.0064
mixed,2,1,0.5,4.0,64,4096,128,512,320,285.825,287.038,285.728,-0.08
mixed,2,1,0.5,4.0,64,4096,256,1024,640,286.208,287.233,285.537,-0.6546
mixed,2,1,0.5,4.0,64,4096,512,2048,1280,286.881,287.936,286.625,-0.2427
mixed,2,1,0.5,4.0,64,4096,1024,4096,2560,288.097,288.447,288.098,0.0029
mixed,2,1,0.5,4.0,64,4096,2048,8192,5120,353.441,557.119,552.769,0.9786
mixed,2,1,0.5,4.0,64,4096,4096,16384,10240,689.44,1090.85,1091.264,1.001
mixed,2,1,0.5,4.0,64,8192,128,512,320,553.441,552.866,553.632,
mixed,2,1,0.5,4.0,64,8192,256,1024,640,554.145,555.233,552.449,-1.5588
mixed,2,1,0.5,4.0,64,8192,512,2048,1280,554.688,554.849,553.507,-7.3354
mixed,2,1,0.5,4.0,64,8192,1024,4096,2560,554.881,556.291,553.634,-0.8844
mixed,2,1,0.5,4.0,64,8192,2048,8192,5120,558.787,559.266,559.3,1.071
mixed,2,1,0.5,4.0,64,8192,4096,16384,10240,688.931,1090.948,1091.716,1.0019
mixed,2,1,0.5,4.0,128,0,128,512,320,39.264,54.081,52.705,0.9071
mixed,2,1,0.5,4.0,128,0,256,1024,640,61.856,84.641,84.417,0.9902
mixed,2,1,0.5,4.0,128,0,512,2048,1280,101.664,151.104,150.4,0.9858
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,185.12,285.089,284.064,0.9897
mixed,2,1,0.5,4.0,128,0,2048,8192,5120,352.704,552.707,553.09,1.0019
mixed,2,1,0.5,4.0,128,0,4096,16384,10240,689.699,1091.553,1089.636,0.9952
mixed,2,1,0.5,4.0,128,512,128,512,320,56.32,55.936,55.905,
mixed,2,1,0.5,4.0,128,512,256,1024,640,62.657,85.663,84.767,0.9611
mixed,2,1,0.5,4.0,128,512,512,2048,1280,101.664,153.12,151.775,0.9739
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,187.936,286.656,285.952,0.9929
mixed,2,1,0.5,4.0,128,512,2048,8192,5120,352.928,556.896,553.376,0.9827
mixed,2,1,0.5,4.0,128,512,4096,16384,10240,688.064,1093.059,1091.457,0.996
mixed,2,1,0.5,4.0,128,1024,128,512,320,87.968,87.425,87.328,
mixed,2,1,0.5,4.0,128,1024,256,1024,640,87.904,89.057,88.417,0.4449
mixed,2,1,0.5,4.0,128,1024,512,2048,1280,101.79,154.208,152.576,0.9689
mixed,2,1,0.5,4.0,128,1024,1024,4096,2560,188.193,287.01,286.337,0.9932
mixed,2,1,0.5,4.0,128,1024,2048,8192,5120,354.529,555.425,554.527,0.9955
mixed,2,1,0.5,4.0,128,1024,4096,16384,10240,690.017,1091.811,1091.52,0.9993
mixed,2,1,0.5,4.0,128,2048,128,512,320,154.816,155.682,154.655,-0.1859
mixed,2,1,0.5,4.0,128,2048,256,1024,640,155.264,156.001,155.006,-0.3501
mixed,2,1,0.5,4.0,128,2048,512,2048,1280,156.064,157.888,156.577,0.2813
mixed,2,1,0.5,4.0,128,2048,1024,4096,2560,187.552,288.609,287.2,0.9861
mixed,2,1,0.5,4.0,128,2048,2048,8192,5120,354.721,559.233,553.953,0.9742
mixed,2,1,0.5,4.0,128,2048,4096,16384,10240,690.85,1093.315,1093.088,0.9994
mixed,2,1,0.5,4.0,128,4096,128,512,320,288.064,288.288,287.457,-2.7098
mixed,2,1,0.5,4.0,128,4096,256,1024,640,288.446,289.472,287.873,-0.5585
mixed,2,1,0.5,4.0,128,4096,512,2048,1280,289.119,290.752,288.928,-0.117
mixed,2,1,0.5,4.0,128,4096,1024,4096,2560,290.624,291.296,290.751,0.189
mixed,2,1,0.5,4.0,128,4096,2048,8192,5120,356.448,558.531,554.976,0.9824
mixed,2,1,0.5,4.0,128,4096,4096,16384,10240,692.0,1093.825,1092.611,0.997
mixed,2,1,0.5,4.0,128,8192,128,512,320,555.235,554.462,554.018,
mixed,2,1,0.5,4.0,128,8192,256,1024,640,555.586,556.384,555.905,0.3997
mixed,2,1,0.5,4.0,128,8192,512,2048,1280,554.56,557.089,555.552,0.3922
mixed,2,1,0.5,4.0,128,8192,1024,4096,2560,555.617,556.323,556.323,1.0
mixed,2,1,0.5,4.0,128,8192,2048,8192,5120,560.546,564.131,561.472,0.2583
mixed,2,1,0.5,4.0,128,8192,4096,16384,10240,694.305,1093.504,1093.856,1.0009
mixed,2,1,0.5,4.0,256,0,128,512,320,55.039,70.176,68.801,0.9092
mixed,2,1,0.5,4.0,256,0,256,1024,640,77.377,100.416,99.552,0.9625
mixed,2,1,0.5,4.0,256,0,512,2048,1280,115.521,163.328,161.186,0.9552
mixed,2,1,0.5,4.0,256,0,1024,4096,2560,194.209,289.984,287.008,0.9689
mixed,2,1,0.5,4.0,256,0,2048,8192,5120,353.346,555.777,553.987,0.9912
mixed,2,1,0.5,4.0,256,0,4096,16384,10240,691.296,1092.099,1092.224,1.0003
mixed,2,1,0.5,4.0,256,512,128,512,320,96.32,110.207,88.736,-0.5461
mixed,2,1,0.5,4.0,256,512,256,1024,640,111.104,135.777,118.049,0.2815
mixed,2,1,0.5,4.0,256,512,512,2048,1280,150.4,198.816,194.912,0.9194
mixed,2,1,0.5,4.0,256,512,1024,4096,2560,228.896,322.304,317.952,0.9534
mixed,2,1,0.5,4.0,256,512,2048,8192,5120,384.383,571.073,565.633,0.9709
mixed,2,1,0.5,4.0,256,512,4096,16384,10240,694.4,1094.242,1094.723,1.0012
mixed,2,1,0.5,4.0,256,1024,128,512,320,130.336,143.777,119.009,-0.8427
mixed,2,1,0.5,4.0,256,1024,256,1024,640,152.128,177.792,129.569,-0.879
mixed,2,1,0.5,4.0,256,1024,512,2048,1280,186.816,233.889,199.169,0.2624
mixed,2,1,0.5,4.0,256,1024,1024,4096,2560,264.896,356.225,353.184,0.9667
mixed,2,1,0.5,4.0,256,1024,2048,8192,5120,418.753,605.825,602.243,0.9809
mixed,2,1,0.5,4.0,256,1024,4096,16384,10240,729.728,1099.841,1099.265,0.9984
mixed,2,1,0.5,4.0,256,2048,128,512,320,195.008,207.328,185.921,-0.7376
mixed,2,1,0.5,4.0,256,2048,256,1024,640,214.753,242.048,194.784,-0.7316
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,256.609,307.584,211.296,-0.8889
mixed,2,1,0.5,4.0,256,2048,1024,4096,2560,332.928,427.073,356.257,0.2478
mixed,2,1,0.5,4.0,256,2048,2048,8192,5120,488.544,673.793,668.768,0.9729
mixed,2,1,0.5,4.0,256,2048,4096,16384,10240,797.059,1165.504,1163.264,0.9939
mixed,2,1,0.5,4.0,256,4096,128,512,320,321.441,334.243,314.465,-0.5449
mixed,2,1,0.5,4.0,256,4096,256,1024,640,343.073,368.353,323.167,-0.7874
mixed,2,1,0.5,4.0,256,4096,512,2048,1280,386.37,435.586,340.514,-0.9317
mixed,2,1,0.5,4.0,256,4096,1024,4096,2560,470.401,566.658,372.098,-1.0213
mixed,2,1,0.5,4.0,256,4096,2048,8192,5120,622.24,809.665,673.986,0.2761
mixed,2,1,0.5,4.0,256,4096,4096,16384,10240,931.235,1304.451,1300.1,0.9883
mixed,2,1,0.5,4.0,256,8192,128,512,320,569.634,589.185,566.752,-0.1474
mixed,2,1,0.5,4.0,256,8192,256,1024,640,592.001,616.642,574.146,-0.7246
mixed,2,1,0.5,4.0,256,8192,512,2048,1280,633.153,686.334,589.537,-0.8201
mixed,2,1,0.5,4.0,256,8192,1024,4096,2560,718.047,819.711,623.265,-0.9323
mixed,2,1,0.5,4.0,256,8192,2048,8192,5120,892.994,1092.192,689.922,-1.0194
mixed,2,1,0.5,4.0,256,8192,4096,16384,10240,1205.57,1583.266,1302.337,0.2562
mixed,2,1,0.5,4.0,512,0,128,512,320,85.824,97.217,92.672,0.6011
mixed,2,1,0.5,4.0,512,0,256,1024,640,105.536,129.888,125.025,0.8003
mixed,2,1,0.5,4.0,512,0,512,2048,1280,146.529,193.278,190.079,0.9316
mixed,2,1,0.5,4.0,512,0,1024,4096,2560,223.744,318.56,316.128,0.9744
mixed,2,1,0.5,4.0,512,0,2048,8192,5120,379.839,567.904,562.626,0.9719
mixed,2,1,0.5,4.0,512,0,4096,16384,10240,699.296,1096.066,1094.018,0.9948
mixed,2,1,0.5,4.0,512,512,128,512,320,149.633,148.128,147.713,
mixed,2,1,0.5,4.0,512,512,256,1024,640,148.672,166.53,160.513,0.6631
mixed,2,1,0.5,4.0,512,512,512,2048,1280,182.721,229.439,224.546,0.8953
mixed,2,1,0.5,4.0,512,512,1024,4096,2560,261.824,354.786,352.29,0.9732
mixed,2,1,0.5,4.0,512,512,2048,8192,5120,417.377,606.69,600.449,0.967
mixed,2,1,0.5,4.0,512,512,4096,16384,10240,724.929,1104.26,1097.573,0.9824
mixed,2,1,0.5,4.0,512,1024,128,512,320,210.272,213.633,211.137,0.2574
mixed,2,1,0.5,4.0,512,1024,256,1024,640,212.896,213.088,212.927,0.1615
mixed,2,1,0.5,4.0,512,1024,512,2048,1280,219.551,263.873,256.993,0.8448
mixed,2,1,0.5,4.0,512,1024,1024,4096,2560,296.96,389.824,382.146,0.9173
mixed,2,1,0.5,4.0,512,1024,2048,8192,5120,451.841,641.186,635.813,0.9716
mixed,2,1,0.5,4.0,512,1024,4096,16384,10240,764.579,1135.652,1130.4,0.9858
mixed,2,1,0.5,4.0,512,2048,128,512,320,334.209,334.4,333.825,-2.0105
mixed,2,1,0.5,4.0,512,2048,256,1024,640,335.36,344.032,335.842,0.0556
mixed,2,1,0.5,4.0,512,2048,512,2048,1280,337.665,340.608,337.759,0.0319
mixed,2,1,0.5,4.0,512,2048,1024,4096,2560,362.112,458.914,449.121,0.8988
mixed,2,1,0.5,4.0,512,2048,2048,8192,5120,520.608,706.787,698.689,0.9565
mixed,2,1,0.5,4.0,512,2048,4096,16384,10240,831.104,1203.362,1199.557,0.9898
mixed,2,1,0.5,4.0,512,4096,128,512,320,583.072,581.729,581.505,
mixed,2,1,0.5,4.0,512,4096,256,1024,640,582.367,583.97,583.232,0.5396
mixed,2,1,0.5,4.0,512,4096,512,2048,1280,590.431,601.826,583.424,-0.6149
mixed,2,1,0.5,4.0,512,4096,1024,4096,2560,585.121,599.072,594.819,0.6951
mixed,2,1,0.5,4.0,512,4096,2048,8192,5120,651.043,838.306,828.834,0.9494
mixed,2,1,0.5,4.0,512,4096,4096,16384,10240,959.554,1335.779,1330.912,0.9871
mixed,2,1,0.5,4.0,512,8192,128,512,320,1075.558,1078.529,1073.824,-0.5836
mixed,2,1,0.5,4.0,512,8192,256,1024,640,1078.243,1076.417,1075.649,
mixed,2,1,0.5,4.0,512,8192,512,2048,1280,1077.953,1078.529,1077.411,-0.941
mixed,2,1,0.5,4.0,512,8192,1024,4096,2560,1075.81,1098.784,1076.001,0.0083
mixed,2,1,0.5,4.0,512,8192,2048,8192,5120,1079.365,1121.444,1117.249,0.9003
mixed,2,1,0.5,4.0,512,8192,4096,16384,10240,1228.45,1598.723,1587.714,0.9703
mixed,2,1,0.5,4.0,1024,0,128,512,320,196.512,202.88,197.313,0.1258
mixed,2,1,0.5,4.0,1024,0,256,1024,640,203.839,218.241,208.128,0.2978
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,237.057,294.785,278.75,0.7222
mixed,2,1,0.5,4.0,1024,0,1024,4096,2560,326.111,417.761,407.648,0.8897
mixed,2,1,0.5,4.0,1024,0,2048,8192,5120,478.303,667.266,663.778,0.9815
mixed,2,1,0.5,4.0,1024,0,4096,16384,10240,785.922,1161.314,1157.41,0.9896
mixed,2,1,0.5,4.0,1024,512,128,512,320,300.642,305.474,300.639,-0.0006
mixed,2,1,0.5,4.0,1024,512,256,1024,640,308.033,314.112,308.897,0.1421
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,321.313,374.913,356.319,0.6531
mixed,2,1,0.5,4.0,1024,512,1024,4096,2560,413.153,517.122,493.023,0.7682
mixed,2,1,0.5,4.0,1024,512,2048,8192,5120,578.688,763.394,748.353,0.9186
mixed,2,1,0.5,4.0,1024,512,4096,16384,10240,888.452,1256.035,1257.602,1.0043
mixed,2,1,0.5,4.0,1024,1024,128,512,320,394.048,402.946,396.578,0.2843
mixed,2,1,0.5,4.0,1024,1024,256,1024,640,408.544,418.656,404.416,-0.4082
mixed,2,1,0.5,4.0,1024,1024,512,2048,1280,424.574,448.802,427.553,0.123
mixed,2,1,0.5,4.0,1024,1024,1024,4096,2560,492.482,600.673,574.56,0.7586
mixed,2,1,0.5,4.0,1024,1024,2048,8192,5120,672.032,858.881,839.619,0.8969
mixed,2,1,0.5,4.0,1024,1024,4096,16384,10240,982.144,1352.705,1342.048,0.9712
mixed,2,1,0.5,4.0,1024,2048,128,512,320,581.12,586.37,581.631,0.0973
mixed,2,1,0.5,4.0,1024,2048,256,1024,640,592.802,602.497,589.665,-0.3236
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,610.787,663.652,601.795,-0.1701
mixed,2,1,0.5,4.0,1024,2048,1024,4096,2560,676.45,762.337,722.915,0.541
mixed,2,1,0.5,4.0,1024,2048,2048,8192,5120,845.604,1048.48,1014.24,0.8312
mixed,2,1,0.5,4.0,1024,2048,4096,16384,10240,1169.509,1541.891,1518.562,0.9374
mixed,2,1,0.5,4.0,1024,4096,128,512,320,948.898,952.416,950.147,0.355
mixed,2,1,0.5,4.0,1024,4096,256,1024,640,958.014,971.553,960.515,0.1847
mixed,2,1,0.5,4.0,1024,4096,512,2048,1280,978.178,1027.04,963.49,-0.3006
mixed,2,1,0.5,4.0,1024,4096,1024,4096,2560,1058.049,1153.822,987.361,-0.7381
mixed,2,1,0.5,4.0,1024,4096,2048,8192,5120,1191.713,1383.746,1320.897,0.6727
mixed,2,1,0.5,4.0,1024,4096,4096,16384,10240,1525.827,1911.652,1880.484,0.9192
mixed,2,1,0.5,4.0,1024,8192,128,512,320,1684.13,1683.172,1687.905,
mixed,2,1,0.5,4.0,1024,8192,256,1024,640,1693.924,1706.274,1692.898,-0.0831
mixed,2,1,0.5,4.0,1024,8192,512,2048,1280,1718.818,1762.76,1695.235,-0.5367
mixed,2,1,0.5,4.0,1024,8192,1024,4096,2560,1795.489,1895.427,1714.915,-0.8062
mixed,2,1,0.5,4.0,1024,8192,2048,8192,5120,1959.172,2144.739,1788.804,-0.9181
mixed,2,1,0.5,4.0,1024,8192,4096,16384,10240,2237.637,2631.138,2590.691,0.8972
mixed,2,1,0.5,4.0,2048,0,128,512,320,536.322,541.697,536.161,-0.03
mixed,2,1,0.5,4.0,2048,0,256,1024,640,543.233,551.745,544.416,0.139
mixed,2,1,0.5,4.0,2048,0,512,2048,1280,560.865,579.939,558.562,-0.1207
mixed,2,1,0.5,4.0,2048,0,1024,4096,2560,620.035,733.696,704.769,0.7455
mixed,2,1,0.5,4.0,2048,0,2048,8192,5120,808.192,1013.219,976.356,0.8202
mixed,2,1,0.5,4.0,2048,0,4096,16384,10240,1143.841,1508.418,1484.064,0.9332
mixed,2,1,0.5,4.0,2048,512,128,512,320,721.634,728.993,722.211,0.0784
mixed,2,1,0.5,4.0,2048,512,256,1024,640,731.362,737.635,727.936,-0.5462
mixed,2,1,0.5,4.0,2048,512,512,2048,1280,741.025,756.099,743.585,0.1698
mixed,2,1,0.5,4.0,2048,512,1024,4096,2560,783.745,894.178,865.408,0.7395
mixed,2,1,0.5,4.0,2048,512,2048,8192,5120,973.218,1192.288,1147.555,0.7958
mixed,2,1,0.5,4.0,2048,512,4096,16384,10240,1335.011,1704.866,1654.435,0.8636
mixed,2,1,0.5,4.0,2048,1024,128,512,320,905.763,909.218,906.244,0.1392
mixed,2,1,0.5,4.0,2048,1024,256,1024,640,916.897,922.658,913.506,-0.5886
mixed,2,1,0.5,4.0,2048,1024,512,2048,1280,927.489,942.336,925.92,-0.1057
mixed,2,1,0.5,4.0,2048,1024,1024,4096,2560,951.583,1053.792,1019.456,0.6641
mixed,2,1,0.5,4.0,2048,1024,2048,8192,5120,1129.952,1348.962,1301.669,0.7841
mixed,2,1,0.5,4.0,2048,1024,4096,16384,10240,1504.77,1901.155,1832.229,0.8261
mixed,2,1,0.5,4.0,2048,2048,128,512,320,1272.543,1280.545,1273.858,0.1643
mixed,2,1,0.5,4.0,2048,2048,256,1024,640,1283.074,1288.035,1281.859,-0.2449
mixed,2,1,0.5,4.0,2048,2048,512,2048,1280,1294.657,1315.427,1288.96,-0.2743
mixed,2,1,0.5,4.0,2048,2048,1024,4096,2560,1324.324,1371.109,1329.414,0.1088
mixed,2,1,0.5,4.0,2048,2048,2048,8192,5120,1440.963,1678.755,1611.777,0.7183
mixed,2,1,0.5,4.0,2048,2048,4096,16384,10240,1830.18,2268.451,2171.364,0.7785
mixed,2,1,0.5,4.0,2048,4096,128,512,320,2005.859,2013.573,2004.641,-0.1579
mixed,2,1,0.5,4.0,2048,4096,256,1024,640,2014.981,2025.735,2013.091,-0.1757
mixed,2,1,0.5,4.0,2048,4096,512,2048,1280,2029.033,2034.982,2021.958,-1.1893
mixed,2,1,0.5,4.0,2048,4096,1024,4096,2560,2041.188,2056.168,2033.572,-0.5084
mixed,2,1,0.5,4.0,2048,4096,2048,8192,5120,2069.6,2306.884,2219.331,0.631
mixed,2,1,0.5,4.0,2048,4096,4096,16384,10240,2478.532,2936.807,2807.428,0.7177
mixed,2,1,0.5,4.0,2048,8192,128,512,320,3475.045,3481.828,3472.777,-0.3344
mixed,2,1,0.5,4.0,2048,8192,256,1024,640,3485.283,3483.688,3487.974,
mixed,2,1,0.5,4.0,2048,8192,512,2048,1280,3491.98,3500.389,3485.795,-0.7355
mixed,2,1,0.5,4.0,2048,8192,1024,4096,2560,3499.909,3512.362,3496.521,-0.2721
mixed,2,1,0.5,4.0,2048,8192,2048,8192,5120,3515.112,3536.623,3514.947,-0.0077
mixed,2,1,0.5,4.0,2048,8192,4096,16384,10240,3601.353,4266.829,3960.135,0.5391
pure,4,1,0.25,4.0,0,0,128,512,224,47.999,58.176,49.344,0.1322
pure,4,1,0.25,4.0,0,0,256,1024,448,55.169,76.416,57.505,0.1099
pure,4,1,0.25,4.0,0,0,512,2048,896,72.191,111.199,72.352,0.0041
pure,4,1,0.25,4.0,0,0,1024,4096,1792,104.864,176.734,102.465,-0.0334
