regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,32,0,512,2048,1280,142.752,207.52,207.072,0.9931
mixed,2,1,0.5,4.0,32,0,1024,4096,2560,250.816,380.352,379.423,0.9928
mixed,2,1,0.5,4.0,32,0,2048,8192,5120,465.792,724.93,723.135,0.9931
mixed,2,1,0.5,4.0,32,0,4096,16384,10240,898.112,1421.955,1414.627,0.986
mixed,2,1,0.5,4.0,32,512,128,512,320,79.04,81.504,79.968,0.3766
mixed,2,1,0.5,4.0,32,512,256,1024,640,88.737,120.575,120.864,1.0091
mixed,2,1,0.5,4.0,32,512,512,2048,1280,142.594,207.616,207.52,0.9985
mixed,2,1,0.5,4.0,32,512,1024,4096,2560,251.042,380.833,379.777,0.9919
mixed,2,1,0.5,4.0,32,512,2048,8192,5120,466.56,725.248,723.265,0.9923
mixed,2,1,0.5,4.0,32,512,4096,16384,10240,897.922,1422.627,1414.626,0.9848
mixed,2,1,0.5,4.0,32,1024,128,512,320,121.6,122.975,122.785,0.8618
mixed,2,1,0.5,4.0,32,1024,256,1024,640,123.552,124.32,123.552,0.0
mixed,2,1,0.5,4.0,32,1024,512,2048,1280,142.24,207.84,207.359,0.9927
mixed,2,1,0.5,4.0,32,1024,1024,4096,2560,250.784,380.736,379.616,0.9914
mixed,2,1,0.5,4.0,32,1024,2048,8192,5120,466.784,725.602,723.201,0.9907
mixed,2,1,0.5,4.0,32,1024,4096,16384,10240,898.049,1423.01,1415.042,0.9848
mixed,2,1,0.5,4.0,32,2048,128,512,320,207.681,209.599,208.288,0.3165
mixed,2,1,0.5,4.0,32,2048,256,1024,640,209.377,209.823,209.026,-0.787
mixed,2,1,0.5,4.0,32,2048,512,2048,1280,209.41,210.497,209.568,0.1454
mixed,2,1,0.5,4.0,32,2048,1024,4096,2560,251.361,381.218,379.522,0.9869
mixed,2,1,0.5,4.0,32,2048,2048,8192,5120,466.848,725.473,723.585,0.9927
mixed,2,1,0.5,4.0,32,2048,4096,16384,10240,898.275,1422.276,1415.007,0.9861
mixed,2,1,0.5,4.0,32,4096,128,512,320,379.233,380.96,380.32,0.6294
mixed,2,1,0.5,4.0,32,4096,256,1024,640,381.376,381.216,381.504,
mixed,2,1,0.5,4.0,32,4096,512,2048,1280,381.473,382.144,381.279,-0.2891
mixed,2,1,0.5,4.0,32,4096,1024,4096,2560,381.632,384.416,381.825,0.0693
mixed,2,1,0.5,4.0,32,4096,2048,8192,5120,466.754,727.267,723.331,0.9849
mixed,2,1,0.5,4.0,32,4096,4096,16384,10240,899.781,1423.459,1416.483,0.9867
mixed,2,1,0.5,4.0,32,8192,128,512,320,726.814,727.872,727.139,0.3072
mixed,2,1,0.5,4.0,32,8192,256,1024,640,728.257,728.384,728.034,-1.7559
mixed,2,1,0.5,4.0,32,8192,512,2048,1280,727.936,727.968,727.65,-8.9375
mixed,2,1,0.5,4.0,32,8192,1024,4096,2560,728.097,728.289,727.745,-1.8333
mixed,2,1,0.5,4.0,32,8192,2048,8192,5120,728.129,729.664,728.354,0.1466
mixed,2,1,0.5,4.0,32,8192,4096,16384,10240,902.85,1426.914,1416.386,0.9799
mixed,2,1,0.5,4.0,64,0,128,512,320,58.047,77.342,77.151,0.9901
mixed,2,1,0.5,4.0,64,0,256,1024,640,87.743,120.127,119.713,0.9872
mixed,2,1,0.5,4.0,64,0,512,2048,1280,141.76,207.969,206.337,0.9754
mixed,2,1,0.5,4.0,64,0,1024,4096,2560,249.888,379.937,378.753,0.9909
mixed,2,1,0.5,4.0,64,0,2048,8192,5120,466.114,724.162,722.464,0.9934
mixed,2,1,0.5,4.0,64,0,4096,16384,10240,897.891,1421.924,1414.403,0.9856
mixed,2,1,0.5,4.0,64,512,128,512,320,80.096,81.408,80.927,0.6334
mixed,2,1,0.5,4.0,64,512,256,1024,640,88.192,120.321,119.904,0.987
mixed,2,1,0.5,4.0,64,512,512,2048,1280,141.983,206.817,206.911,1.0014
mixed,2,1,0.5,4.0,64,512,1024,4096,2560,251.232,380.448,379.457,0.9923
mixed,2,1,0.5,4.0,64,512,2048,8192,5120,465.664,724.737,723.392,0.9948
mixed,2,1,0.5,4.0,64,512,4096,16384,10240,897.503,1422.086,1414.402,0.9854
mixed,2,1,0.5,4.0,64,1024,128,512,320,122.304,123.935,123.425,0.6873
mixed,2,1,0.5,4.0,64,1024,256,1024,640,124.096,125.024,123.52,-0.6207
mixed,2,1,0.5,4.0,64,1024,512,2048,1280,142.179,206.848,206.625,0.9966
mixed,2,1,0.5,4.0,64,1024,1024,4096,2560,250.594,380.96,379.775,0.9909
mixed,2,1,0.5,4.0,64,1024,2048,8192,5120,467.04,725.472,723.616,0.9928
mixed,2,1,0.5,4.0,64,1024,4096,16384,10240,898.081,1422.531,1414.755,0.9852
mixed,2,1,0.5,4.0,64,2048,128,512,320,208.64,209.761,208.991,0.3131
mixed,2,1,0.5,4.0,64,2048,256,1024,640,210.112,210.401,209.408,-2.436
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,210.912,211.072,210.113,-4.9937
mixed,2,1,0.5,4.0,64,2048,1024,4096,2560,250.08,380.386,379.425,0.9926
mixed,2,1,0.5,4.0,64,2048,2048,8192,5120,466.785,726.242,723.488,0.9894
mixed,2,1,0.5,4.0,64,2048,4096,16384,10240,898.21,1422.178,1414.274,0.9849
mixed,2,1,0.5,4.0,64,4096,128,512,320,380.673,381.792,380.832,0.1421
mixed,2,1,0.5,4.0,64,4096,256,1024,640,381.922,382.69,381.504,-0.5443
mixed,2,1,0.5,4.0,64,4096,512,2048,1280,382.56,382.88,381.698,-2.6938
mixed,2,1,0.5,4.0,64,4096,1024,4096,2560,382.944,384.418,382.657,-0.1947
mixed,2,1,0.5,4.0,64,4096,2048,8192,5120,466.499,726.56,722.913,0.986
mixed,2,1,0.5,4.0,64,4096,4096,16384,10240,899.173,1422.306,1415.141,0.9863
mixed,2,1,0.5,4.0,64,8192,128,512,320,727.938,728.449,728.098,0.3131
mixed,2,1,0.5,4.0,64,8192,256,1024,640,728.77,730.079,728.29,-0.3667
mixed,2,1,0.5,4.0,64,8192,512,2048,1280,729.474,729.6,728.514,-7.619
mixed,2,1,0.5,4.0,64,8192,1024,4096,2560,729.219,729.57,729.248,0.0826
mixed,2,1,0.5,4.0,64,8192,2048,8192,5120,729.697,731.01,729.409,-0.2193
mixed,2,1,0.5,4.0,64,8192,4096,16384,10240,899.615,1425.25,1414.497,0.9795
mixed,2,1,0.5,4.0,128,0,128,512,320,60.191,79.584,78.978,0.9688
mixed,2,1,0.5,4.0,128,0,256,1024,640,90.176,123.136,121.921,0.9631
mixed,2,1,0.5,4.0,128,0,512,2048,1280,145.217,210.816,208.928,0.9712
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,252.768,383.266,381.505,0.9865
mixed,2,1,0.5,4.0,128,0,2048,8192,5120,473.537,727.969,733.826,1.023
mixed,2,1,0.5,4.0,128,0,4096,16384,10240,912.002,1458.212,1419.202,0.9286
mixed,2,1,0.5,4.0,128,512,128,512,320,82.945,84.256,84.288,1.0244
mixed,2,1,0.5,4.0,128,512,256,1024,640,90.882,123.392,123.648,1.0079
mixed,2,1,0.5,4.0,128,512,512,2048,1280,146.047,212.193,209.855,0.9647
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,256.671,384.512,382.879,0.9872
mixed,2,1,0.5,4.0,128,512,2048,8192,5120,469.441,745.442,726.305,0.9307
mixed,2,1,0.5,4.0,128,512,4096,16384,10240,903.715,1444.481,1436.962,0.9861
mixed,2,1,0.5,4.0,128,1024,128,512,320,126.367,126.944,126.626,0.4489
mixed,2,1,0.5,4.0,128,1024,256,1024,640,127.201,128.513,126.304,-0.6837
mixed,2,1,0.5,4.0,128,1024,512,2048,1280,146.463,210.814,211.137,1.005
mixed,2,1,0.5,4.0,128,1024,1024,4096,2560,253.535,386.976,383.328,0.9727
mixed,2,1,0.5,4.0,128,1024,2048,8192,5120,475.267,730.787,727.232,0.9861
mixed,2,1,0.5,4.0,128,1024,4096,16384,10240,913.25,1443.585,1438.402,0.9902
mixed,2,1,0.5,4.0,128,2048,128,512,320,211.84,212.482,212.609,1.1978
mixed,2,1,0.5,4.0,128,2048,256,1024,640,212.704,213.889,212.576,-0.108
mixed,2,1,0.5,4.0,128,2048,512,2048,1280,213.889,215.04,212.928,-0.8349
mixed,2,1,0.5,4.0,128,2048,1024,4096,2560,255.809,386.178,383.394,0.9786
mixed,2,1,0.5,4.0,128,2048,2048,8192,5120,474.56,738.178,728.993,0.9652
mixed,2,1,0.5,4.0,128,2048,4096,16384,10240,902.849,1460.513,1421.185,0.9295
mixed,2,1,0.5,4.0,128,4096,128,512,320,384.802,385.345,384.511,-0.5359
mixed,2,1,0.5,4.0,128,4096,256,1024,640,385.633,386.207,384.96,-1.1725
mixed,2,1,0.5,4.0,128,4096,512,2048,1280,386.72,390.368,387.584,0.2368
mixed,2,1,0.5,4.0,128,4096,1024,4096,2560,386.754,391.296,386.784,0.0066
mixed,2,1,0.5,4.0,128,4096,2048,8192,5120,470.466,731.011,736.354,1.0205
mixed,2,1,0.5,4.0,128,4096,4096,16384,10240,903.075,1429.474,1419.461,0.981
mixed,2,1,0.5,4.0,128,8192,128,512,320,732.511,731.872,732.513,
mixed,2,1,0.5,4.0,128,8192,256,1024,640,732.995,734.562,732.353,-0.4097
mixed,2,1,0.5,4.0,128,8192,512,2048,1280,732.896,732.899,740.481,2528.3333
mixed,2,1,0.5,4.0,128,8192,1024,4096,2560,734.788,734.114,734.464,
mixed,2,1,0.5,4.0,128,8192,2048,8192,5120,733.666,735.842,734.338,0.3088
mixed,2,1,0.5,4.0,128,8192,4096,16384,10240,906.401,1429.889,1437.506,1.0146
mixed,2,1,0.5,4.0,256,0,128,512,320,88.289,108.064,106.625,0.9272
mixed,2,1,0.5,4.0,256,0,256,1024,640,117.281,149.568,149.12,0.9861
mixed,2,1,0.5,4.0,256,0,512,2048,1280,169.857,232.194,233.536,1.0215
mixed,2,1,0.5,4.0,256,0,1024,4096,2560,274.944,402.464,400.417,0.9839
mixed,2,1,0.5,4.0,256,0,2048,8192,5120,485.44,744.291,732.353,0.9539
mixed,2,1,0.5,4.0,256,0,4096,16384,10240,908.352,1429.281,1422.339,0.9867
mixed,2,1,0.5,4.0,256,512,128,512,320,143.263,162.209,133.088,-0.5371
mixed,2,1,0.5,4.0,256,512,256,1024,640,164.384,196.8,174.433,0.31
mixed,2,1,0.5,4.0,256,512,512,2048,1280,216.705,279.872,273.759,0.9032
mixed,2,1,0.5,4.0,256,512,1024,4096,2560,322.272,448.064,447.939,0.999
mixed,2,1,0.5,4.0,256,512,2048,8192,5120,531.776,787.905,780.962,0.9729
mixed,2,1,0.5,4.0,256,512,4096,16384,10240,957.921,1459.106,1457.826,0.9974
mixed,2,1,0.5,4.0,256,1024,128,512,320,185.057,205.024,175.488,-0.4792
mixed,2,1,0.5,4.0,256,1024,256,1024,640,217.153,248.608,187.809,-0.9329
mixed,2,1,0.5,4.0,256,1024,512,2048,1280,261.6,326.05,278.817,0.2671
mixed,2,1,0.5,4.0,256,1024,1024,4096,2560,367.072,494.369,486.4,0.9374
mixed,2,1,0.5,4.0,256,1024,2048,8192,5120,576.226,836.93,824.098,0.9508
mixed,2,1,0.5,4.0,256,1024,4096,16384,10240,998.179,1503.648,1490.978,0.9749
mixed,2,1,0.5,4.0,256,2048,128,512,320,272.352,291.296,261.922,-0.5506
mixed,2,1,0.5,4.0,256,2048,256,1024,640,300.962,333.888,273.792,-0.8252
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,355.871,421.537,296.32,-0.9069
mixed,2,1,0.5,4.0,256,2048,1024,4096,2560,457.215,587.584,490.911,0.2585
mixed,2,1,0.5,4.0,256,2048,2048,8192,5120,674.752,935.106,914.017,0.919
mixed,2,1,0.5,4.0,256,2048,4096,16384,10240,1111.013,1635.587,1605.446,0.9425
mixed,2,1,0.5,4.0,256,4096,128,512,320,444.703,461.985,431.97,-0.7368
mixed,2,1,0.5,4.0,256,4096,256,1024,640,471.81,507.266,443.2,-0.8069
mixed,2,1,0.5,4.0,256,4096,512,2048,1280,530.367,592.004,464.195,-1.0736
mixed,2,1,0.5,4.0,256,4096,1024,4096,2560,634.849,761.603,510.626,-0.98
mixed,2,1,0.5,4.0,256,4096,2048,8192,5120,852.417,1124.45,923.393,0.2609
mixed,2,1,0.5,4.0,256,4096,4096,16384,10240,1283.424,1815.302,1793.03,0.9581
mixed,2,1,0.5,4.0,256,8192,128,512,320,788.291,804.133,770.368,-1.1314
mixed,2,1,0.5,4.0,256,8192,256,1024,640,812.387,846.594,790.563,-0.638
mixed,2,1,0.5,4.0,256,8192,512,2048,1280,870.529,929.761,807.583,-1.0627
mixed,2,1,0.5,4.0,256,8192,1024,4096,2560,981.826,1117.955,850.338,-0.9659
mixed,2,1,0.5,4.0,256,8192,2048,8192,5120,1206.274,1463.686,947.104,-1.0068
mixed,2,1,0.5,4.0,256,8192,4096,16384,10240,1640.74,2174.695,1805.666,0.3089
mixed,2,1,0.5,4.0,512,0,128,512,320,139.357,158.046,149.536,0.5447
mixed,2,1,0.5,4.0,512,0,256,1024,640,169.504,200.64,192.289,0.7318
mixed,2,1,0.5,4.0,512,0,512,2048,1280,222.143,283.837,279.648,0.9321
mixed,2,1,0.5,4.0,512,0,1024,4096,2560,325.249,450.819,445.79,0.96
mixed,2,1,0.5,4.0,512,0,2048,8192,5120,533.889,785.25,778.303,0.9724
mixed,2,1,0.5,4.0,512,0,4096,16384,10240,957.347,1462.657,1463.107,1.0009
mixed,2,1,0.5,4.0,512,512,128,512,320,221.311,223.232,221.44,0.0672
mixed,2,1,0.5,4.0,512,512,256,1024,640,223.424,244.77,238.944,0.7271
mixed,2,1,0.5,4.0,512,512,512,2048,1280,287.393,367.551,324.065,0.4575
mixed,2,1,0.5,4.0,512,512,1024,4096,2560,409.441,533.153,495.906,0.6989
mixed,2,1,0.5,4.0,512,512,2048,8192,5120,618.912,875.551,866.017,0.9629
mixed,2,1,0.5,4.0,512,512,4096,16384,10240,1037.247,1540.037,1531.653,0.9833
mixed,2,1,0.5,4.0,512,1024,128,512,320,303.778,303.84,303.937,2.5645
mixed,2,1,0.5,4.0,512,1024,256,1024,640,307.263,306.72,306.976,
mixed,2,1,0.5,4.0,512,1024,512,2048,1280,311.297,416.8,367.104,0.529
mixed,2,1,0.5,4.0,512,1024,1024,4096,2560,492.514,616.385,536.449,0.3547
mixed,2,1,0.5,4.0,512,1024,2048,8192,5120,701.664,951.904,915.809,0.8558
mixed,2,1,0.5,4.0,512,1024,4096,16384,10240,1116.762,1616.133,1611.49,0.9907
mixed,2,1,0.5,4.0,512,2048,128,512,320,470.015,470.239,471.488,6.5759
mixed,2,1,0.5,4.0,512,2048,256,1024,640,470.049,474.24,471.68,0.3892
mixed,2,1,0.5,4.0,512,2048,512,2048,1280,472.16,473.728,471.584,-0.3673
mixed,2,1,0.5,4.0,512,2048,1024,4096,2560,507.394,755.171,622.688,0.4653
mixed,2,1,0.5,4.0,512,2048,2048,8192,5120,879.714,1139.587,957.631,0.2998
mixed,2,1,0.5,4.0,512,2048,4096,16384,10240,1314.595,1848.256,1763.01,0.8403
mixed,2,1,0.5,4.0,512,4096,128,512,320,808.516,805.315,807.105,
mixed,2,1,0.5,4.0,512,4096,256,1024,640,806.176,805.152,804.321,
mixed,2,1,0.5,4.0,512,4096,512,2048,1280,804.8,812.515,809.89,0.6598
mixed,2,1,0.5,4.0,512,4096,1024,4096,2560,809.728,809.892,807.97,-10.7195
mixed,2,1,0.5,4.0,512,4096,2048,8192,5120,939.458,1465.794,1133.091,0.3679
mixed,2,1,0.5,4.0,512,4096,4096,16384,10240,1656.863,2184.486,1813.218,0.2963
mixed,2,1,0.5,4.0,512,8192,128,512,320,1477.668,1473.383,1476.323,
mixed,2,1,0.5,4.0,512,8192,256,1024,640,1475.013,1477.475,1473.311,-0.6913
mixed,2,1,0.5,4.0,512,8192,512,2048,1280,1475.554,1476.32,1475.362,-0.2507
mixed,2,1,0.5,4.0,512,8192,1024,4096,2560,1474.853,1494.438,1479.747,0.2499
mixed,2,1,0.5,4.0,512,8192,2048,8192,5120,1485.153,1511.841,1502.5,0.65
mixed,2,1,0.5,4.0,512,8192,4096,16384,10240,1813.733,2850.919,2168.741,0.3423
mixed,2,1,0.5,4.0,1024,0,128,512,320,315.234,322.081,317.92,0.3923
mixed,2,1,0.5,4.0,1024,0,256,1024,640,324.449,346.369,332.672,0.3751
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,372.544,447.905,429.697,0.7584
mixed,2,1,0.5,4.0,1024,0,1024,4096,2560,498.081,620.832,600.929,0.8379
mixed,2,1,0.5,4.0,1024,0,2048,8192,5120,705.089,952.929,944.897,0.9676
mixed,2,1,0.5,4.0,1024,0,4096,16384,10240,1119.298,1614.276,1617.314,1.0061
mixed,2,1,0.5,4.0,1024,512,128,512,320,464.321,472.96,466.881,0.2963
mixed,2,1,0.5,4.0,1024,512,256,1024,640,479.68,490.018,475.041,-0.4487
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,498.273,567.617,546.818,0.7001
mixed,2,1,0.5,4.0,1024,512,1024,4096,2560,622.048,769.057,727.968,0.7205
mixed,2,1,0.5,4.0,1024,512,2048,8192,5120,851.232,1104.388,1074.561,0.8822
mixed,2,1,0.5,4.0,1024,512,4096,16384,10240,1267.523,1763.238,1753.381,0.9801
mixed,2,1,0.5,4.0,1024,1024,128,512,320,619.327,629.604,616.097,-0.3143
mixed,2,1,0.5,4.0,1024,1024,256,1024,640,626.399,640.928,630.722,0.2975
mixed,2,1,0.5,4.0,1024,1024,512,2048,1280,647.201,683.873,658.243,0.3011
mixed,2,1,0.5,4.0,1024,1024,1024,4096,2560,737.122,889.252,846.849,0.7213
mixed,2,1,0.5,4.0,1024,1024,2048,8192,5120,975.585,1248.0,1200.643,0.8262
mixed,2,1,0.5,4.0,1024,1024,4096,16384,10240,1417.25,1916.993,1890.465,0.9469
mixed,2,1,0.5,4.0,1024,2048,128,512,320,943.779,941.475,945.2,
mixed,2,1,0.5,4.0,1024,2048,256,1024,640,939.074,949.953,946.784,0.7087
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,953.859,977.76,966.82,0.5423
mixed,2,1,0.5,4.0,1024,2048,1024,4096,2560,993.891,1114.499,1076.225,0.6827
mixed,2,1,0.5,4.0,1024,2048,2048,8192,5120,1210.242,1478.435,1435.489,0.8399
mixed,2,1,0.5,4.0,1024,2048,4096,16384,10240,1708.387,2218.757,2114.693,0.7961
mixed,2,1,0.5,4.0,1024,4096,128,512,320,1610.852,1613.35,1607.618,-1.2946
mixed,2,1,0.5,4.0,1024,4096,256,1024,640,1613.38,1613.411,1615.04,53.5484
mixed,2,1,0.5,4.0,1024,4096,512,2048,1280,1611.616,1621.741,1611.233,-0.0378
mixed,2,1,0.5,4.0,1024,4096,1024,4096,2560,1628.578,1648.995,1635.394,0.3338
mixed,2,1,0.5,4.0,1024,4096,2048,8192,5120,1696.481,1960.163,1900.806,0.7749
mixed,2,1,0.5,4.0,1024,4096,4096,16384,10240,2154.502,2726.468,2608.675,0.7941
mixed,2,1,0.5,4.0,1024,8192,128,512,320,2955.043,2949.481,2950.28,
mixed,2,1,0.5,4.0,1024,8192,256,1024,640,2949.734,2946.884,2949.672,
mixed,2,1,0.5,4.0,1024,8192,512,2048,1280,2948.359,2949.953,2950.695,1.4655
mixed,2,1,0.5,4.0,1024,8192,1024,4096,2560,2947.909,2969.252,2954.111,0.2906
mixed,2,1,0.5,4.0,1024,8192,2048,8192,5120,2955.465,2998.31,2971.043,0.3636
mixed,2,1,0.5,4.0,1024,8192,4096,16384,10240,3138.79,3654.342,3616.939,0.9275
mixed,2,1,0.5,4.0,2048,0,128,512,320,854.913,860.482,858.785,0.6953
mixed,2,1,0.5,4.0,2048,0,256,1024,640,863.46,872.576,864.546,0.1191
mixed,2,1,0.5,4.0,2048,0,512,2048,1280,890.211,929.984,888.162,-0.0515
mixed,2,1,0.5,4.0,2048,0,1024,4096,2560,985.121,1140.771,1084.992,0.6416
mixed,2,1,0.5,4.0,2048,0,2048,8192,5120,1230.818,1525.54,1466.592,0.8
mixed,2,1,0.5,4.0,2048,0,4096,16384,10240,1701.184,2255.521,2160.607,0.8288
mixed,2,1,0.5,4.0,2048,512,128,512,320,1132.837,1146.467,1140.225,0.542
mixed,2,1,0.5,4.0,2048,512,256,1024,640,1137.633,1151.136,1136.77,-0.0639
mixed,2,1,0.5,4.0,2048,512,512,2048,1280,1170.818,1179.587,1158.464,-1.4088
mixed,2,1,0.5,4.0,2048,512,1024,4096,2560,1229.571,1391.239,1342.339,0.6975
mixed,2,1,0.5,4.0,2048,512,2048,8192,5120,1485.698,1811.716,1725.411,0.7353
mixed,2,1,0.5,4.0,2048,512,4096,16384,10240,2019.622,2557.892,2417.667,0.7395
mixed,2,1,0.5,4.0,2048,1024,128,512,320,1412.418,1424.612,1419.62,0.5906
mixed,2,1,0.5,4.0,2048,1024,256,1024,640,1413.889,1426.945,1415.457,0.1201
mixed,2,1,0.5,4.0,2048,1024,512,2048,1280,1446.178,1469.828,1433.763,-0.5249
mixed,2,1,0.5,4.0,2048,1024,1024,4096,2560,1475.618,1621.216,1575.363,0.6851
mixed,2,1,0.5,4.0,2048,1024,2048,8192,5120,1742.882,2050.627,1947.939,0.6663
mixed,2,1,0.5,4.0,2048,1024,4096,16384,10240,2282.411,2895.717,2717.059,0.7087
mixed,2,1,0.5,4.0,2048,2048,128,512,320,1963.519,1980.001,1975.941,0.7537
mixed,2,1,0.5,4.0,2048,2048,256,1024,640,1980.291,2006.38,1986.693,0.2454
mixed,2,1,0.5,4.0,2048,2048,512,2048,1280,2010.595,2012.707,1991.175,-9.1951
mixed,2,1,0.5,4.0,2048,2048,1024,4096,2560,2043.235,2117.987,2056.196,0.1734
mixed,2,1,0.5,4.0,2048,2048,2048,8192,5120,2208.871,2570.988,2452.802,0.6736
mixed,2,1,0.5,4.0,2048,2048,4096,16384,10240,2777.542,3436.84,3236.036,0.6954
mixed,2,1,0.5,4.0,2048,4096,128,512,320,3106.982,3103.657,3110.304,
mixed,2,1,0.5,4.0,2048,4096,256,1024,640,3108.967,3089.639,3113.51,
mixed,2,1,0.5,4.0,2048,4096,512,2048,1280,3115.331,3159.89,3119.206,0.087
mixed,2,1,0.5,4.0,2048,4096,1024,4096,2560,3155.973,3215.985,3174.121,0.3024
mixed,2,1,0.5,4.0,2048,4096,2048,8192,5120,3239.621,3526.662,3414.823,0.6104
mixed,2,1,0.5,4.0,2048,4096,4096,16384,10240,3734.369,4452.027,4182.408,0.6243
mixed,2,1,0.5,4.0,2048,8192,128,512,320,5467.017,5465.326,5473.453,
mixed,2,1,0.5,4.0,2048,8192,256,1024,640,5471.817,5479.368,5466.028,-0.7667
mixed,2,1,0.5,4.0,2048,8192,512,2048,1280,5480.174,5478.121,5489.229,
mixed,2,1,0.5,4.0,2048,8192,1024,4096,2560,5488.041,5491.789,5484.749,-0.8783
mixed,2,1,0.5,4.0,2048,8192,2048,8192,5120,5514.924,5537.519,5554.766,1.7633
mixed,2,1,0.5,4.0,2048,8192,4096,16384,10240,5710.054,6241.966,6147.562,0.8225
pure,4,1,0.25,4.0,0,0,128,512,224,67.712,80.48,69.664,0.1529
pure,4,1,0.25,4.0,0,0,256,1024,448,76.864,108.064,80.446,0.1148
pure,4,1,0.25,4.0,0,0,512,2048,896,104.289,153.731,103.775,-0.0104
pure,4,1,0.25,4.0,0,0,1024,4096,1792,144.063,243.457,147.999,0.0396
