regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,128,8192,2048,8192,5120,1203.628,1465.897,1450.318,0.9406
mixed,2,1,0.5,4.0,128,8192,4096,16384,10240,1795.375,2832.37,2138.418,0.3308
mixed,2,1,0.5,4.0,256,0,128,512,320,121.216,147.52,140.77,0.7434
mixed,2,1,0.5,4.0,256,0,256,1024,640,167.267,208.29,187.715,0.4985
mixed,2,1,0.5,4.0,256,0,512,2048,1280,229.537,291.456,275.202,0.7375
mixed,2,1,0.5,4.0,256,0,1024,4096,2560,334.594,462.884,453.443,0.9264
mixed,2,1,0.5,4.0,256,0,2048,8192,5120,544.612,798.15,791.975,0.9756
mixed,2,1,0.5,4.0,256,0,4096,16384,10240,967.017,1479.853,1467.753,0.9764
mixed,2,1,0.5,4.0,256,512,128,512,320,206.593,228.131,201.696,-0.2274
mixed,2,1,0.5,4.0,256,512,256,1024,640,234.69,270.401,248.706,0.3925
mixed,2,1,0.5,4.0,256,512,512,2048,1280,290.339,405.795,348.643,0.505
mixed,2,1,0.5,4.0,256,512,1024,4096,2560,458.851,585.604,524.421,0.5173
mixed,2,1,0.5,4.0,256,512,2048,8192,5120,669.858,924.743,905.544,0.9247
mixed,2,1,0.5,4.0,256,512,4096,16384,10240,1089.097,1610.188,1600.524,0.9815
mixed,2,1,0.5,4.0,256,1024,128,512,320,288.611,310.146,281.698,-0.321
mixed,2,1,0.5,4.0,256,1024,256,1024,640,321.956,356.163,297.347,-0.7194
mixed,2,1,0.5,4.0,256,1024,512,2048,1280,374.627,438.594,417.859,0.6758
mixed,2,1,0.5,4.0,256,1024,1024,4096,2560,493.539,710.563,603.653,0.5074
mixed,2,1,0.5,4.0,256,1024,2048,8192,5120,795.687,1049.446,944.936,0.5882
mixed,2,1,0.5,4.0,256,1024,4096,16384,10240,1238.313,1743.344,1723.309,0.9603
mixed,2,1,0.5,4.0,256,2048,128,512,320,453.956,474.852,448.004,-0.2848
mixed,2,1,0.5,4.0,256,2048,256,1024,640,487.331,525.059,460.227,-0.7184
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,545.155,609.35,488.163,-0.8878
mixed,2,1,0.5,4.0,256,2048,1024,4096,2560,647.685,776.197,743.171,0.743
mixed,2,1,0.5,4.0,256,2048,2048,8192,5120,924.711,1311.789,1107.532,0.4723
mixed,2,1,0.5,4.0,256,2048,4096,16384,10240,1481.684,2011.469,1800.525,0.6018
mixed,2,1,0.5,4.0,256,4096,128,512,320,789.062,809.446,781.894,-0.3516
mixed,2,1,0.5,4.0,256,4096,256,1024,640,822.566,854.312,793.702,-0.9092
mixed,2,1,0.5,4.0,256,4096,512,2048,1280,877.512,950.823,823.943,-0.7307
mixed,2,1,0.5,4.0,256,4096,1024,4096,2560,992.231,1115.722,878.278,-0.9228
mixed,2,1,0.5,4.0,256,4096,2048,8192,5120,1201.318,1470.41,1430.665,0.8523
mixed,2,1,0.5,4.0,256,4096,4096,16384,10240,1825.137,2508.917,2145.97,0.4692
mixed,2,1,0.5,4.0,256,8192,128,512,320,1459.982,1479.404,1449.484,-0.5405
mixed,2,1,0.5,4.0,256,8192,256,1024,640,1488.776,1524.716,1460.233,-0.7942
mixed,2,1,0.5,4.0,256,8192,512,2048,1280,1547.276,1617.164,1479.916,-0.9638
mixed,2,1,0.5,4.0,256,8192,1024,4096,2560,1664.174,1829.233,1547.211,-0.7086
mixed,2,1,0.5,4.0,256,8192,2048,8192,5120,1888.941,2137.425,1669.294,-0.8839
mixed,2,1,0.5,4.0,256,8192,4096,16384,10240,2319.474,2843.919,2812.884,0.9408
mixed,2,1,0.5,4.0,512,0,128,512,320,214.144,237.314,223.332,0.3965
mixed,2,1,0.5,4.0,512,0,256,1024,640,252.225,296.736,278.85,0.5982
mixed,2,1,0.5,4.0,512,0,512,2048,1280,330.274,421.795,382.34,0.5689
mixed,2,1,0.5,4.0,512,0,1024,4096,2560,487.81,611.973,565.061,0.6222
mixed,2,1,0.5,4.0,512,0,2048,8192,5120,698.599,952.519,921.479,0.8778
mixed,2,1,0.5,4.0,512,0,4096,16384,10240,1120.647,1631.917,1618.475,0.9737
mixed,2,1,0.5,4.0,512,512,128,512,320,364.514,376.484,367.778,0.2727
mixed,2,1,0.5,4.0,512,512,256,1024,640,379.043,413.251,394.275,0.4453
mixed,2,1,0.5,4.0,512,512,512,2048,1280,453.699,553.667,503.49,0.4981
mixed,2,1,0.5,4.0,512,512,1024,4096,2560,603.205,802.119,719.814,0.5862
mixed,2,1,0.5,4.0,512,512,2048,8192,5120,929.159,1187.465,1077.065,0.5726
mixed,2,1,0.5,4.0,512,512,4096,16384,10240,1358.411,1875.569,1805.424,0.8644
mixed,2,1,0.5,4.0,512,1024,128,512,320,517.828,529.124,521.604,0.3343
mixed,2,1,0.5,4.0,512,1024,256,1024,640,534.211,543.011,538.691,0.5091
mixed,2,1,0.5,4.0,512,1024,512,2048,1280,554.307,669.7,619.526,0.5652
mixed,2,1,0.5,4.0,512,1024,1024,4096,2560,743.079,900.678,856.903,0.7222
mixed,2,1,0.5,4.0,512,1024,2048,8192,5120,1048.2,1445.936,1227.944,0.4519
mixed,2,1,0.5,4.0,512,1024,4096,16384,10240,1627.755,2161.104,1981.935,0.6641
mixed,2,1,0.5,4.0,512,2048,128,512,320,836.36,842.6,842.47,0.9792
mixed,2,1,0.5,4.0,512,2048,256,1024,640,856.967,870.31,854.758,-0.1656
mixed,2,1,0.5,4.0,512,2048,512,2048,1280,865.991,878.119,873.062,0.583
mixed,2,1,0.5,4.0,512,2048,1024,4096,2560,931.846,1173.77,1079.115,0.6087
mixed,2,1,0.5,4.0,512,2048,2048,8192,5120,1308.809,1670.446,1525.165,0.5983
mixed,2,1,0.5,4.0,512,2048,4096,16384,10240,1924.27,2658.226,2234.254,0.4223
mixed,2,1,0.5,4.0,512,4096,128,512,320,1500.585,1494.06,1501.355,
mixed,2,1,0.5,4.0,512,4096,256,1024,640,1494.087,1500.555,1503.657,1.4796
mixed,2,1,0.5,4.0,512,4096,512,2048,1280,1525.133,1522.991,1515.855,
mixed,2,1,0.5,4.0,512,4096,1024,4096,2560,1530.891,1549.324,1534.123,0.1753
mixed,2,1,0.5,4.0,512,4096,2048,8192,5120,1686.349,2200.626,2020.175,0.6491
mixed,2,1,0.5,4.0,512,4096,4096,16384,10240,2392.276,3286.972,2892.536,0.5591
mixed,2,1,0.5,4.0,512,8192,128,512,320,2821.62,2828.948,2830.358,1.1924
mixed,2,1,0.5,4.0,512,8192,256,1024,640,2833.837,2821.398,2827.186,
mixed,2,1,0.5,4.0,512,8192,512,2048,1280,2855.925,2843.766,2854.036,
mixed,2,1,0.5,4.0,512,8192,1024,4096,2560,2840.632,2855.604,2842.296,0.1111
mixed,2,1,0.5,4.0,512,8192,2048,8192,5120,2886.742,2898.645,2873.365,-1.1238
mixed,2,1,0.5,4.0,512,8192,4096,16384,10240,3253.303,4284.067,3907.676,0.6348
mixed,2,1,0.5,4.0,1024,0,128,512,320,512.645,528.132,517.891,0.3387
mixed,2,1,0.5,4.0,1024,0,256,1024,640,539.939,572.774,547.843,0.2407
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,607.236,708.356,656.325,0.4855
mixed,2,1,0.5,4.0,1024,0,1024,4096,2560,767.814,961.193,881.352,0.5871
mixed,2,1,0.5,4.0,1024,0,2048,8192,5120,1084.587,1438.636,1271.21,0.5271
mixed,2,1,0.5,4.0,1024,0,4096,16384,10240,1613.644,2108.755,2010.735,0.802
mixed,2,1,0.5,4.0,1024,512,128,512,320,795.974,802.117,793.03,-0.4792
mixed,2,1,0.5,4.0,1024,512,256,1024,640,821.961,847.078,819.464,-0.0994
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,859.655,958.6,902.15,0.4295
mixed,2,1,0.5,4.0,1024,512,1024,4096,2560,1023.72,1222.728,1134.217,0.5552
mixed,2,1,0.5,4.0,1024,512,2048,8192,5120,1349.994,1739.087,1567.149,0.5581
mixed,2,1,0.5,4.0,1024,512,4096,16384,10240,2020.465,2680.05,2307.279,0.4348
mixed,2,1,0.5,4.0,1024,1024,128,512,320,1071.305,1084.617,1074.6,0.2475
mixed,2,1,0.5,4.0,1024,1024,256,1024,640,1093.227,1116.358,1093.289,0.0027
mixed,2,1,0.5,4.0,1024,1024,512,2048,1280,1136.484,1196.841,1136.681,0.0033
mixed,2,1,0.5,4.0,1024,1024,1024,4096,2560,1254.826,1463.593,1378.059,0.5903
mixed,2,1,0.5,4.0,1024,1024,2048,8192,5120,1608.812,1992.142,1804.844,0.5114
mixed,2,1,0.5,4.0,1024,1024,4096,16384,10240,2246.098,3030.743,2640.307,0.5024
mixed,2,1,0.5,4.0,1024,2048,128,512,320,1627.788,1643.374,1632.588,0.308
mixed,2,1,0.5,4.0,1024,2048,256,1024,640,1642.958,1665.036,1650.764,0.3536
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,1682.443,1711.884,1681.419,-0.0348
mixed,2,1,0.5,4.0,1024,2048,1024,4096,2560,1729.551,1941.52,1851.507,0.5753
mixed,2,1,0.5,4.0,1024,2048,2048,8192,5120,2095.885,2508.913,2322.867,0.5496
mixed,2,1,0.5,4.0,1024,2048,4096,16384,10240,2749.625,3540.506,3212.699,0.5855
mixed,2,1,0.5,4.0,1024,4096,128,512,320,2764.854,2804.92,2793.75,0.7212
mixed,2,1,0.5,4.0,1024,4096,256,1024,640,2802.549,2804.567,2795.445,-3.5203
mixed,2,1,0.5,4.0,1024,4096,512,2048,1280,2811.577,2838.998,2817.75,0.2251
mixed,2,1,0.5,4.0,1024,4096,1024,4096,2560,2855.702,2891.289,2871.192,0.4353
mixed,2,1,0.5,4.0,1024,4096,2048,8192,5120,2994.488,3484.922,3302.8,0.6287
mixed,2,1,0.5,4.0,1024,4096,4096,16384,10240,3776.543,4584.965,4187.265,0.5081
mixed,2,1,0.5,4.0,1024,8192,128,512,320,5142.79,5145.511,5151.43,3.1753
mixed,2,1,0.5,4.0,1024,8192,256,1024,640,5148.045,5146.343,5145.673,
mixed,2,1,0.5,4.0,1024,8192,512,2048,1280,5153.956,5159.462,5110.245,-7.9388
mixed,2,1,0.5,4.0,1024,8192,1024,4096,2560,5127.148,5158.285,5175.593,1.5559
mixed,2,1,0.5,4.0,1024,8192,2048,8192,5120,5233.995,5268.104,5257.155,0.679
mixed,2,1,0.5,4.0,1024,8192,4096,16384,10240,5613.297,6553.491,6222.73,0.6482
mixed,2,1,0.5,4.0,2048,0,128,512,320,1504.396,1537.932,1527.148,0.6784
mixed,2,1,0.5,4.0,2048,0,256,1024,640,1527.051,1571.244,1529.837,0.063
mixed,2,1,0.5,4.0,2048,0,512,2048,1280,1590.925,1659.501,1590.477,-0.0065
mixed,2,1,0.5,4.0,2048,0,1024,4096,2560,1725.359,1943.471,1828.91,0.4748
mixed,2,1,0.5,4.0,2048,0,2048,8192,5120,2084.178,2447.38,2270.514,0.513
mixed,2,1,0.5,4.0,2048,0,4096,16384,10240,2706.645,3489.658,3194.715,0.6233
mixed,2,1,0.5,4.0,2048,512,128,512,320,2040.081,2049.456,2078.223,4.0685
mixed,2,1,0.5,4.0,2048,512,256,1024,640,2056.176,2123.057,2051.823,-0.0651
mixed,2,1,0.5,4.0,2048,512,512,2048,1280,2128.462,2179.188,2137.746,0.183
mixed,2,1,0.5,4.0,2048,512,1024,4096,2560,2236.944,2460.179,2336.595,0.4464
mixed,2,1,0.5,4.0,2048,512,2048,8192,5120,2579.796,3020.953,2837.271,0.5836
mixed,2,1,0.5,4.0,2048,512,4096,16384,10240,3282.075,4100.61,3759.165,0.5829
mixed,2,1,0.5,4.0,2048,1024,128,512,320,2604.022,2618.004,2557.428,-3.3324
mixed,2,1,0.5,4.0,2048,1024,256,1024,640,2582.548,2609.908,2579.956,-0.0947
mixed,2,1,0.5,4.0,2048,1024,512,2048,1280,2649.588,2675.027,2671.769,0.8719
mixed,2,1,0.5,4.0,2048,1024,1024,4096,2560,2735.542,2906.26,2843.161,0.6304
mixed,2,1,0.5,4.0,2048,1024,2048,8192,5120,3093.08,3531.836,3327.002,0.5331
mixed,2,1,0.5,4.0,2048,1024,4096,16384,10240,3810.813,4677.38,4256.8,0.5147
mixed,2,1,0.5,4.0,2048,2048,128,512,320,3690.588,3707.899,3690.142,-0.0258
mixed,2,1,0.5,4.0,2048,2048,256,1024,640,3687.006,3744.479,3646.59,-0.7032
mixed,2,1,0.5,4.0,2048,2048,512,2048,1280,3703.771,3743.902,3758.144,1.3549
mixed,2,1,0.5,4.0,2048,2048,1024,4096,2560,3841.312,3896.767,3788.829,-0.9464
mixed,2,1,0.5,4.0,2048,2048,2048,8192,5120,4126.241,4490.208,4281.248,0.4259
mixed,2,1,0.5,4.0,2048,2048,4096,16384,10240,4867.815,5716.845,5265.288,0.4681
mixed,2,1,0.5,4.0,2048,4096,128,512,320,5804.016,5865.614,5857.388,0.8665
mixed,2,1,0.5,4.0,2048,4096,256,1024,640,5844.978,5841.548,5849.77,
mixed,2,1,0.5,4.0,2048,4096,512,2048,1280,5888.464,5963.405,5927.022,0.5145
mixed,2,1,0.5,4.0,2048,4096,1024,4096,2560,5900.268,6035.888,6006.357,0.7823
mixed,2,1,0.5,4.0,2048,4096,2048,8192,5120,6249.332,6678.418,6387.089,0.321
mixed,2,1,0.5,4.0,2048,4096,4096,16384,10240,6917.78,7772.475,7481.997,0.6601
mixed,2,1,0.5,4.0,2048,8192,128,512,320,10285.107,10313.428,10226.515,-2.0689
mixed,2,1,0.5,4.0,2048,8192,256,1024,640,10274.64,10334.176,10323.987,0.8289
mixed,2,1,0.5,4.0,2048,8192,512,2048,1280,10297.009,10349.421,10372.148,1.4336
mixed,2,1,0.5,4.0,2048,8192,1024,4096,2560,10510.018,10644.899,10419.763,-0.6691
mixed,2,1,0.5,4.0,2048,8192,2048,8192,5120,10457.938,10693.268,10466.227,0.0352
