regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,64,1024,4096,16384,10240,1045.066,1582.45,1507.152,0.8599
mixed,2,1,0.5,4.0,64,2048,128,512,320,250.211,274.21,236.482,-0.5721
mixed,2,1,0.5,4.0,64,2048,256,1024,640,284.996,318.691,249.955,-1.0399
mixed,2,1,0.5,4.0,64,2048,512,2048,1280,343.716,415.239,276.42,-0.9409
mixed,2,1,0.5,4.0,64,2048,1024,4096,2560,462.308,597.766,494.726,0.2393
mixed,2,1,0.5,4.0,64,2048,2048,8192,5120,687.592,955.848,944.747,0.9586
mixed,2,1,0.5,4.0,64,2048,4096,16384,10240,1136.428,1675.762,1671.317,0.9918
mixed,2,1,0.5,4.0,64,4096,128,512,320,416.964,439.558,401.637,-0.6784
mixed,2,1,0.5,4.0,64,4096,256,1024,640,448.517,487.076,415.877,-0.8465
mixed,2,1,0.5,4.0,64,4096,512,2048,1280,511.624,586.504,441.923,-0.9308
mixed,2,1,0.5,4.0,64,4096,1024,4096,2560,632.392,768.905,507.909,-0.9119
mixed,2,1,0.5,4.0,64,4096,2048,8192,5120,863.497,1133.007,941.163,0.2882
mixed,2,1,0.5,4.0,64,4096,4096,16384,10240,1311.502,1851.542,1832.949,0.9656
mixed,2,1,0.5,4.0,64,8192,128,512,320,753.289,771.914,746.311,-0.3747
mixed,2,1,0.5,4.0,64,8192,256,1024,640,785.386,820.457,753.257,-0.9161
mixed,2,1,0.5,4.0,64,8192,512,2048,1280,843.881,949.83,775.047,-0.6497
mixed,2,1,0.5,4.0,64,8192,1024,4096,2560,991.346,1126.447,840.81,-1.1142
mixed,2,1,0.5,4.0,64,8192,2048,8192,5120,1214.159,1478.194,953.545,-0.987
mixed,2,1,0.5,4.0,64,8192,4096,16384,10240,1660.596,2203.925,1833.394,0.318
mixed,2,1,0.5,4.0,128,0,128,512,320,97.601,121.185,105.249,0.3243
mixed,2,1,0.5,4.0,128,0,256,1024,640,131.042,161.504,157.218,0.8593
mixed,2,1,0.5,4.0,128,0,512,2048,1280,183.585,245.282,244.356,0.985
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,288.58,414.947,409.638,0.958
mixed,2,1,0.5,4.0,128,0,2048,8192,5120,499.302,749.96,744.297,0.9774
mixed,2,1,0.5,4.0,128,0,4096,16384,10240,916.46,1433.744,1422.127,0.9775
mixed,2,1,0.5,4.0,128,512,128,512,320,131.2,148.513,144.673,0.7782
mixed,2,1,0.5,4.0,128,512,256,1024,640,163.617,225.251,186.21,0.3666
mixed,2,1,0.5,4.0,128,512,512,2048,1280,267.619,339.268,272.323,0.0657
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,380.163,507.367,473.829,0.7363
mixed,2,1,0.5,4.0,128,512,2048,8192,5120,595.272,842.922,835.273,0.9691
mixed,2,1,0.5,4.0,128,512,4096,16384,10240,1012.268,1529.425,1503.505,0.9499
mixed,2,1,0.5,4.0,128,1024,128,512,320,173.537,195.203,186.883,0.616
mixed,2,1,0.5,4.0,128,1024,256,1024,640,205.09,237.411,231.171,0.8069
mixed,2,1,0.5,4.0,128,1024,512,2048,1280,267.843,397.381,314.949,0.3636
mixed,2,1,0.5,4.0,128,1024,1024,4096,2560,467.621,598.984,490.278,0.1725
mixed,2,1,0.5,4.0,128,1024,2048,8192,5120,686.376,950.347,893.484,0.7846
mixed,2,1,0.5,4.0,128,1024,4096,16384,10240,1124.332,1658.77,1596.499,0.8835
mixed,2,1,0.5,4.0,128,2048,128,512,320,256.643,281.698,272.804,0.645
mixed,2,1,0.5,4.0,128,2048,256,1024,640,291.655,325.571,317.507,0.7622
mixed,2,1,0.5,4.0,128,2048,512,2048,1280,348.131,412.9,401.733,0.8276
mixed,2,1,0.5,4.0,128,2048,1024,4096,2560,483.206,747.113,571.143,0.3332
mixed,2,1,0.5,4.0,128,2048,2048,8192,5120,854.185,1120.299,927.243,0.2745
mixed,2,1,0.5,4.0,128,2048,4096,16384,10240,1295.215,1830.324,1786.899,0.9188
mixed,2,1,0.5,4.0,128,4096,128,512,320,427.876,448.966,442.405,0.6889
mixed,2,1,0.5,4.0,128,4096,256,1024,640,461.669,495.395,485.317,0.7012
mixed,2,1,0.5,4.0,128,4096,512,2048,1280,520.357,588.391,572.773,0.7704
mixed,2,1,0.5,4.0,128,4096,1024,4096,2560,633.257,762.09,748.041,0.891
mixed,2,1,0.5,4.0,128,4096,2048,8192,5120,908.042,1450.354,1094.124,0.3431
mixed,2,1,0.5,4.0,128,4096,4096,16384,10240,1628.595,2171.29,1798.067,0.3123
mixed,2,1,0.5,4.0,128,8192,128,512,320,765.673,793.993,778.279,0.4451
mixed,2,1,0.5,4.0,128,8192,256,1024,640,799.784,838.665,823.85,0.619
mixed,2,1,0.5,4.0,128,8192,512,2048,1280,862.76,936.427,912.811,0.6794
mixed,2,1,0.5,4.0,128,8192,1024,4096,2560,979.883,1114.829,1100.811,0.8961
mixed,2,1,0.5,4.0,128,8192,2048,8192,5120,1203.021,1460.946,1452.432,0.967
mixed,2,1,0.5,4.0,128,8192,4096,16384,10240,1796.249,2831.777,2130.938,0.3232
mixed,2,1,0.5,4.0,256,0,128,512,320,124.961,149.666,144.096,0.7745
mixed,2,1,0.5,4.0,256,0,256,1024,640,168.963,211.299,189.986,0.4966
mixed,2,1,0.5,4.0,256,0,512,2048,1280,232.962,296.771,278.115,0.7076
mixed,2,1,0.5,4.0,256,0,1024,4096,2560,338.596,465.671,458.949,0.9471
mixed,2,1,0.5,4.0,256,0,2048,8192,5120,549.67,806.63,795.241,0.9557
mixed,2,1,0.5,4.0,256,0,4096,16384,10240,980.267,1478.482,1476.817,0.9967
mixed,2,1,0.5,4.0,256,512,128,512,320,209.858,228.258,205.697,-0.2261
mixed,2,1,0.5,4.0,256,512,256,1024,640,237.57,271.874,253.059,0.4515
mixed,2,1,0.5,4.0,256,512,512,2048,1280,295.044,407.399,350.723,0.4956
mixed,2,1,0.5,4.0,256,512,1024,4096,2560,462.791,590.854,529.541,0.5212
mixed,2,1,0.5,4.0,256,512,2048,8192,5120,675.205,924.905,903.979,0.9162
mixed,2,1,0.5,4.0,256,512,4096,16384,10240,1095.117,1600.02,1589.746,0.9797
mixed,2,1,0.5,4.0,256,1024,128,512,320,292.195,313.859,283.587,-0.3973
mixed,2,1,0.5,4.0,256,1024,256,1024,640,322.853,357.22,301.156,-0.6313
mixed,2,1,0.5,4.0,256,1024,512,2048,1280,376.676,441.796,420.134,0.6674
mixed,2,1,0.5,4.0,256,1024,1024,4096,2560,496.965,713.288,602.887,0.4896
mixed,2,1,0.5,4.0,256,1024,2048,8192,5120,799.944,1059.915,946.665,0.5644
mixed,2,1,0.5,4.0,256,1024,4096,16384,10240,1236.302,1771.509,1724.498,0.9122
mixed,2,1,0.5,4.0,256,2048,128,512,320,456.678,477.86,449.122,-0.3567
mixed,2,1,0.5,4.0,256,2048,256,1024,640,490.917,528.2,464.037,-0.721
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,548.04,611.207,488.07,-0.9494
mixed,2,1,0.5,4.0,256,2048,1024,4096,2560,648.839,778.377,754.313,0.8142
mixed,2,1,0.5,4.0,256,2048,2048,8192,5120,924.172,1313.903,1109.105,0.4745
mixed,2,1,0.5,4.0,256,2048,4096,16384,10240,1491.694,2022.456,1796.439,0.5742
mixed,2,1,0.5,4.0,256,4096,128,512,320,792.168,810.537,781.929,-0.5574
mixed,2,1,0.5,4.0,256,4096,256,1024,640,823.082,856.172,795.049,-0.8472
mixed,2,1,0.5,4.0,256,4096,512,2048,1280,882.025,956.939,833.736,-0.6446
mixed,2,1,0.5,4.0,256,4096,1024,4096,2560,991.02,1110.892,881.705,-0.9119
mixed,2,1,0.5,4.0,256,4096,2048,8192,5120,1203.95,1465.843,1435.057,0.8824
mixed,2,1,0.5,4.0,256,4096,4096,16384,10240,1824.565,2527.228,2140.537,0.4497
mixed,2,1,0.5,4.0,256,8192,128,512,320,1460.819,1478.418,1448.753,-0.6856
mixed,2,1,0.5,4.0,256,8192,256,1024,640,1492.273,1524.496,1461.49,-0.9553
mixed,2,1,0.5,4.0,256,8192,512,2048,1280,1553.905,1622.001,1484.945,-1.0127
mixed,2,1,0.5,4.0,256,8192,1024,4096,2560,1661.588,1814.547,1572.883,-0.5799
mixed,2,1,0.5,4.0,256,8192,2048,8192,5120,1887.798,2129.943,1673.493,-0.885
mixed,2,1,0.5,4.0,256,8192,4096,16384,10240,2312.795,2844.223,2805.441,0.927
mixed,2,1,0.5,4.0,512,0,128,512,320,218.178,240.417,226.818,0.3885
mixed,2,1,0.5,4.0,512,0,256,1024,640,257.539,301.955,284.963,0.6174
mixed,2,1,0.5,4.0,512,0,512,2048,1280,337.603,426.019,386.02,0.5476
mixed,2,1,0.5,4.0,512,0,1024,4096,2560,493.061,619.846,570.568,0.6113
mixed,2,1,0.5,4.0,512,0,2048,8192,5120,702.537,958.058,931.467,0.8959
mixed,2,1,0.5,4.0,512,0,4096,16384,10240,1136.748,1632.31,1612.276,0.9596
mixed,2,1,0.5,4.0,512,512,128,512,320,371.364,379.779,370.916,-0.0532
mixed,2,1,0.5,4.0,512,512,256,1024,640,382.981,418.917,391.619,0.2404
mixed,2,1,0.5,4.0,512,512,512,2048,1280,456.677,560.774,508.806,0.5008
mixed,2,1,0.5,4.0,512,512,1024,4096,2560,609.83,805.065,726.696,0.5986
mixed,2,1,0.5,4.0,512,512,2048,8192,5120,929.321,1199.757,1082.092,0.5649
mixed,2,1,0.5,4.0,512,512,4096,16384,10240,1366.319,1870.743,1810.58,0.8807
mixed,2,1,0.5,4.0,512,1024,128,512,320,521.607,532.358,524.646,0.2827
mixed,2,1,0.5,4.0,512,1024,256,1024,640,539.591,544.2,536.742,-0.6181
mixed,2,1,0.5,4.0,512,1024,512,2048,1280,555.654,674.408,615.366,0.5028
mixed,2,1,0.5,4.0,512,1024,1024,4096,2560,746.985,901.738,858.441,0.7202
mixed,2,1,0.5,4.0,512,1024,2048,8192,5120,1057.613,1445.78,1235.18,0.4575
mixed,2,1,0.5,4.0,512,1024,4096,16384,10240,1630.201,2179.033,1996.695,0.6678
mixed,2,1,0.5,4.0,512,2048,128,512,320,843.497,849.672,845.289,0.2902
mixed,2,1,0.5,4.0,512,2048,256,1024,640,857.545,865.737,849.868,-0.9371
mixed,2,1,0.5,4.0,512,2048,512,2048,1280,870.121,888.106,872.235,0.1175
mixed,2,1,0.5,4.0,512,2048,1024,4096,2560,928.681,1180.047,1071.854,0.5696
mixed,2,1,0.5,4.0,512,2048,2048,8192,5120,1314.317,1656.916,1528.274,0.6245
mixed,2,1,0.5,4.0,512,2048,4096,16384,10240,1937.428,2669.022,2239.865,0.4134
mixed,2,1,0.5,4.0,512,4096,128,512,320,1503.055,1506.289,1500.178,-0.8896
mixed,2,1,0.5,4.0,512,4096,256,1024,640,1506.227,1508.202,1504.888,-0.678
mixed,2,1,0.5,4.0,512,4096,512,2048,1280,1516.817,1533.17,1518.481,0.1018
mixed,2,1,0.5,4.0,512,4096,1024,4096,2560,1533.779,1555.314,1542.417,0.4011
mixed,2,1,0.5,4.0,512,4096,2048,8192,5120,1686.929,2202.776,2021.527,0.6486
mixed,2,1,0.5,4.0,512,4096,4096,16384,10240,2403.289,3264.42,2873.117,0.5456
mixed,2,1,0.5,4.0,512,8192,128,512,320,2842.814,2849.822,2836.159,-0.9496
mixed,2,1,0.5,4.0,512,8192,256,1024,640,2841.597,2846.369,2844.032,0.5103
mixed,2,1,0.5,4.0,512,8192,512,2048,1280,2843.361,2841.887,2837.987,
mixed,2,1,0.5,4.0,512,8192,1024,4096,2560,2855.145,2861.86,2853.729,-0.2109
mixed,2,1,0.5,4.0,512,8192,2048,8192,5120,2866.564,2902.718,2884.161,0.4867
mixed,2,1,0.5,4.0,512,8192,4096,16384,10240,3229.834,4258.964,3914.448,0.6652
mixed,2,1,0.5,4.0,1024,0,128,512,320,529.223,548.036,535.142,0.3146
mixed,2,1,0.5,4.0,1024,0,256,1024,640,549.288,590.696,563.046,0.3323
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,628.168,726.473,680.328,0.5306
mixed,2,1,0.5,4.0,1024,0,1024,4096,2560,790.185,977.74,891.207,0.5386
mixed,2,1,0.5,4.0,1024,0,2048,8192,5120,1094.861,1470.161,1278.511,0.4893
mixed,2,1,0.5,4.0,1024,0,4096,16384,10240,1651.154,2171.478,2018.453,0.7059
mixed,2,1,0.5,4.0,1024,512,128,512,320,811.21,831.369,819.756,0.4239
mixed,2,1,0.5,4.0,1024,512,256,1024,640,834.825,856.551,828.075,-0.3107
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,869.001,971.435,924.425,0.5411
mixed,2,1,0.5,4.0,1024,512,1024,4096,2560,1036.46,1238.35,1149.868,0.5617
mixed,2,1,0.5,4.0,1024,512,2048,8192,5120,1357.135,1768.917,1574.898,0.5288
mixed,2,1,0.5,4.0,1024,512,4096,16384,10240,2035.065,2753.599,2341.437,0.4264
mixed,2,1,0.5,4.0,1024,1024,128,512,320,1088.621,1101.388,1089.421,0.0627
mixed,2,1,0.5,4.0,1024,1024,256,1024,640,1108.363,1134.54,1113.646,0.2018
mixed,2,1,0.5,4.0,1024,1024,512,2048,1280,1134.637,1210.381,1162.349,0.3659
mixed,2,1,0.5,4.0,1024,1024,1024,4096,2560,1285.903,1488.85,1387.407,0.5002
mixed,2,1,0.5,4.0,1024,1024,2048,8192,5120,1618.323,2007.125,1838.422,0.5661
mixed,2,1,0.5,4.0,1024,1024,4096,16384,10240,2253.306,3094.628,2649.028,0.4704
mixed,2,1,0.5,4.0,1024,2048,128,512,320,1644.498,1642.452,1654.671,
mixed,2,1,0.5,4.0,1024,2048,256,1024,640,1655.986,1685.14,1653.459,-0.0867
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,1690.55,1732.594,1697.65,0.1689
mixed,2,1,0.5,4.0,1024,2048,1024,4096,2560,1758.099,1983.925,1860.438,0.4532
mixed,2,1,0.5,4.0,1024,2048,2048,8192,5120,2115.735,2532.636,2349.823,0.5615
mixed,2,1,0.5,4.0,1024,2048,4096,16384,10240,2761.501,3545.548,3235.427,0.6045
mixed,2,1,0.5,4.0,1024,4096,128,512,320,2824.16,2824.609,2815.135,-20.1002
mixed,2,1,0.5,4.0,1024,4096,256,1024,640,2820.318,2837.473,2827.456,0.4161
mixed,2,1,0.5,4.0,1024,4096,512,2048,1280,2839.071,2868.578,2840.222,0.039
mixed,2,1,0.5,4.0,1024,4096,1024,4096,2560,2880.416,2912.608,2882.243,0.0568
mixed,2,1,0.5,4.0,1024,4096,2048,8192,5120,3002.115,3503.562,3313.798,0.6216
mixed,2,1,0.5,4.0,1024,4096,4096,16384,10240,3779.405,4590.867,4210.158,0.5308
mixed,2,1,0.5,4.0,1024,8192,128,512,320,5153.752,5167.1,5153.555,-0.0148
mixed,2,1,0.5,4.0,1024,8192,256,1024,640,5114.17,5165.176,5160.827,0.9147
mixed,2,1,0.5,4.0,1024,8192,512,2048,1280,5166.808,5167.548,5168.828,2.7297
mixed,2,1,0.5,4.0,1024,8192,1024,4096,2560,5188.156,5225.79,5187.389,-0.0204
mixed,2,1,0.5,4.0,1024,8192,2048,8192,5120,5223.195,5290.459,5248.121,0.3706
mixed,2,1,0.5,4.0,1024,8192,4096,16384,10240,5611.586,6553.087,6150.924,0.5728
mixed,2,1,0.5,4.0,2048,0,128,512,320,1530.13,1532.595,1522.706,-3.0118
mixed,2,1,0.5,4.0,2048,0,256,1024,640,1553.458,1577.074,1558.577,0.2168
mixed,2,1,0.5,4.0,2048,0,512,2048,1280,1594.9,1657.747,1600.114,0.083
mixed,2,1,0.5,4.0,2048,0,1024,4096,2560,1718.451,1941.11,1822.004,0.4651
mixed,2,1,0.5,4.0,2048,0,2048,8192,5120,2066.806,2480.347,2305.659,0.5776
mixed,2,1,0.5,4.0,2048,0,4096,16384,10240,2721.918,3547.08,3152.418,0.5217
mixed,2,1,0.5,4.0,2048,512,128,512,320,2065.016,2083.063,2044.087,-1.1597
mixed,2,1,0.5,4.0,2048,512,256,1024,640,2068.023,2113.367,2066.777,-0.0275
mixed,2,1,0.5,4.0,2048,512,512,2048,1280,2131.64,2160.12,2117.912,-0.482
mixed,2,1,0.5,4.0,2048,512,1024,4096,2560,2228.76,2422.362,2332.412,0.5354
mixed,2,1,0.5,4.0,2048,512,2048,8192,5120,2590.014,3022.37,2789.152,0.4606
mixed,2,1,0.5,4.0,2048,512,4096,16384,10240,3292.933,4163.791,3756.977,0.5329
mixed,2,1,0.5,4.0,2048,1024,128,512,320,2598.591,2625.885,2599.293,0.0257
mixed,2,1,0.5,4.0,2048,1024,256,1024,640,2591.037,2647.137,2619.292,0.5037
mixed,2,1,0.5,4.0,2048,1024,512,2048,1280,2678.629,2731.969,2626.46,-0.978
mixed,2,1,0.5,4.0,2048,1024,1024,4096,2560,2709.246,2944.449,2829.856,0.5128
mixed,2,1,0.5,4.0,2048,1024,2048,8192,5120,3058.946,3525.707,3351.88,0.6276
mixed,2,1,0.5,4.0,2048,1024,4096,16384,10240,3767.242,4647.954,4198.505,0.4897
mixed,2,1,0.5,4.0,2048,2048,128,512,320,3713.645,3725.803,3688.081,-2.1026
mixed,2,1,0.5,4.0,2048,2048,256,1024,640,3733.26,3750.184,3702.538,-1.8153
mixed,2,1,0.5,4.0,2048,2048,512,2048,1280,3742.315,3787.53,3777.134,0.7701
mixed,2,1,0.5,4.0,2048,2048,1024,4096,2560,3864.137,3990.739,3850.316,-0.1092
mixed,2,1,0.5,4.0,2048,2048,2048,8192,5120,4116.813,4533.14,4279.853,0.3916
mixed,2,1,0.5,4.0,2048,2048,4096,16384,10240,4811.126,5728.45,5287.806,0.5196
mixed,2,1,0.5,4.0,2048,4096,128,512,320,5887.811,5824.355,5780.278,
mixed,2,1,0.5,4.0,2048,4096,256,1024,640,5788.12,5897.495,5954.981,1.5256
mixed,2,1,0.5,4.0,2048,4096,512,2048,1280,5911.041,5940.131,5913.316,0.0782
mixed,2,1,0.5,4.0,2048,4096,1024,4096,2560,5921.765,6025.986,5989.732,0.6521
mixed,2,1,0.5,4.0,2048,4096,2048,8192,5120,6174.187,6648.4,6463.023,0.6091
mixed,2,1,0.5,4.0,2048,4096,4096,16384,10240,6854.193,7840.649,7409.587,0.563
mixed,2,1,0.5,4.0,2048,8192,128,512,320,10245.107,10251.992,10264.503,2.8171
mixed,2,1,0.5,4.0,2048,8192,256,1024,640,10322.646,10436.698,10343.771,0.1852
mixed,2,1,0.5,4.0,2048,8192,512,2048,1280,10232.878,10318.263,10386.263,1.7964
mixed,2,1,0.5,4.0,2048,8192,1024,4096,2560,10280.66,10524.442,10480.762,0.8208
mixed,2,1,0.5,4.0,2048,8192,2048,8192,5120,10560.458,10660.503,10560.12,-0.0034
